deviceid,floatvalue_saliencyscore,floatvalue_kmeansscore,floatvalue_FFTScore,floatvalue_spectralScore,floatvalue_GenScore,floatvalue,timestamp
CakebreadId_0128,759.0840849689574,711.621847602755,628.177368848192,75.29474534414335,1.8310594421109054,39,01/31/2020 04:36,
CakebreadId_0128,764.0639273283268,712.2474248984706,561.4563901168748,71.17644140828847,1.9937832760462815,45,01/31/2020 04:37,
CakebreadId_0128,683.157273594708,686.3950321947642,532.7664886103039,66.07609692387052,1.9404222676107161,47,01/31/2020 04:37,
CakebreadId_0128,566.317989359104,663.0034876609534,558.5336847810429,59.91773886322567,1.6843986701217804,41,01/31/2020 04:39,
CakebreadId_0128,584.7392370949698,654.9284604284846,518.574499694939,54.245295091069956,1.4672633345213302,42,01/31/2020 04:39,
CakebreadId_0128,574.9647541446869,621.9726044634451,495.16720001420543,51.02903336774814,1.4270108815776839,39,01/31/2020 04:39,
CakebreadId_0128,536.8127672084556,617.5399727265018,483.3219713481468,50.11443260131235,1.4771595637480783,45,01/31/2020 04:40,
CakebreadId_0128,530.24101435274,629.3467051303425,426.2045196363971,48.52891621788143,1.687707814140365,43,01/31/2020 04:41,
CakebreadId_0128,554.978516557253,613.7810872502088,579.078625067055,44.41085104299739,2.2065121109936396,41,01/31/2020 04:41,
CakebreadId_0128,595.6794080563366,603.3170669270438,701.0731358271652,40.80427583193612,2.0106904281670386,42,01/31/2020 04:41,
CakebreadId_0128,601.284300423804,637.8999413142416,652.8323004359205,42.51577313026856,1.7721779466568717,40,01/31/2020 04:42,
CakebreadId_0128,601.6321515203364,653.6682573610077,582.9948077620937,50.190374742801986,1.737233561426263,38,01/31/2020 04:42,
CakebreadId_0128,569.955283773676,652.4190586873593,556.628414644315,58.800875665224765,1.972335283585131,46,01/31/2020 04:42,
CakebreadId_0128,528.5336408718662,596.4231172810029,433.9719450661947,62.28383365299155,1.768837464594212,47,01/31/2020 04:43,
CakebreadId_0128,582.8274361279067,594.372317905858,594.8994217636202,59.566871432136296,2.154427763496566,41,01/31/2020 04:44,
CakebreadId_0128,586.0543073131863,628.9562830875956,684.182915694334,55.20655914839354,1.8170972450016505,42,01/31/2020 04:44,
CakebreadId_0128,608.7431833286406,642.7405929916915,606.4561104152393,54.349754780019374,1.6289613671943,39,01/31/2020 04:45,
CakebreadId_0128,594.2900746047721,664.9729950704822,575.4996093749821,57.37599187588016,1.5577171056171104,44,01/31/2020 04:45,
CakebreadId_0128,521.164918723107,674.6660626569294,431.29573758599633,59.683456692023135,1.5415940370289305,46,01/31/2020 04:45,
CakebreadId_0128,406.5154350058169,630.4202664255031,295.9071437678069,56.980677623495176,0.9716338722754903,43,01/31/2020 04:46,
CakebreadId_0128,367.6242501691798,554.1490694354428,303.2503717199007,49.37044791308747,0.9734644581414336,41,01/31/2020 04:47,
CakebreadId_0128,325.3602369586224,511.9841304437142,257.4403864205043,40.53002057929679,0.7460736693641186,42,01/31/2020 04:47,
CakebreadId_0128,331.3500203398268,518.4447617199395,257.1615672009424,34.93746211411529,0.7965186909046633,40,01/31/2020 04:47,
CakebreadId_0128,308.97432735287543,487.9041618161975,234.03822967679213,35.17700304281098,0.7851820204237198,41,01/31/2020 04:47,
CakebreadId_0128,289.4205838523065,463.09203885504746,221.5789975356865,40.285387799447264,0.7624891805354878,39,01/31/2020 04:47,
CakebreadId_0128,311.53809399149156,455.07349300911295,282.23551806356,46.38735444730069,0.9548192370347571,43,01/31/2020 04:48,
CakebreadId_0128,359.2671694757765,486.79148490569406,362.8850541311162,49.98247529987871,1.3562090652858332,45,01/31/2020 04:48,
CakebreadId_0128,395.0769839587613,509.1903698642584,363.8945114889483,51.01879716391828,1.1158559509908184,43,01/31/2020 04:49,
CakebreadId_0128,473.12039392093493,541.5589549114977,400.77842394856077,52.67078906533285,1.2372869475495825,39,01/31/2020 04:50,
CakebreadId_0128,557.2314407307292,570.8619237951679,446.15301366626227,57.40391406102482,1.5937322963509413,40,01/31/2020 04:51,
CakebreadId_0128,587.3423048549217,597.0542090968253,522.040691997043,63.89613922756426,1.7248628756655273,47,01/31/2020 04:51,
CakebreadId_0128,570.1269580860785,672.626817187455,484.9360456941596,68.7738738447902,1.5437679773307735,44,01/31/2020 04:52,
CakebreadId_0128,519.5228250340722,710.974805608638,474.2550213252896,70.71883174085482,1.3785097752357376,45,01/31/2020 04:52,
CakebreadId_0128,525.1168948541449,727.3653138260089,540.278750896099,72.03413906260111,1.5014638208077673,39,01/31/2020 04:53,
CakebreadId_0128,555.098015149059,759.8864420073045,491.67253251234445,75.10120350715755,1.7469422775359704,45,01/31/2020 04:54,
CakebreadId_0128,634.6937979988749,806.2242483641978,544.7702639886149,77.98949479424162,2.0324066241497136,46,01/31/2020 04:54,
CakebreadId_0128,697.724603592095,751.8497272447427,706.6946372632152,76.151423842454,2.2765319079985638,45,01/31/2020 04:54,
CakebreadId_0128,725.6201019955708,711.0141817852538,721.8402793519309,68.75393132563204,1.9324103381687454,46,01/31/2020 04:54,
CakebreadId_0128,799.5910467104594,777.9427884332699,706.7513869320785,60.07406150789726,2.0288532554173213,41,01/31/2020 04:56,
CakebreadId_0128,777.3093872396768,793.5485508203725,603.3684393751918,54.23547189652816,2.0635571132212562,38,01/31/2020 04:56,
CakebreadId_0128,646.021738975821,733.9069230669348,533.7164562587211,50.72317105605745,1.811592852036363,44,01/31/2020 04:57,
CakebreadId_0128,613.7397861575855,694.7697204377638,495.70517196489203,46.032378028956465,1.7330447635313875,46,01/31/2020 04:57,
CakebreadId_0128,817.862290621031,704.8732685162375,707.6116887053947,39.55782528620651,2.60890689393167,40,01/31/2020 04:59,
CakebreadId_0128,938.3552203798384,654.895105283611,872.6482255940223,35.15197887383957,2.8241673470169206,38,01/31/2020 05:00,
CakebreadId_0128,961.4727826603697,692.9723218722701,847.2404701470489,37.09061004881478,2.523712121386697,39,01/31/2020 05:00,
CakebreadId_0128,930.1505335184034,693.5017440346679,815.3120249965448,45.80363492555755,2.322382599328755,42,01/31/2020 05:00,
CakebreadId_0128,853.2439930418938,680.5849179075019,755.427137162392,56.84788689837809,2.4921218363102757,47,01/31/2020 05:00,
CakebreadId_0128,699.724413292995,673.9216845199759,659.0690313549078,64.62809118304699,2.169602718551892,38,01/31/2020 05:03,
CakebreadId_0128,676.1904205154028,704.5619182709953,618.6193019328177,66.31173926356757,2.1760109947420077,45,01/31/2020 05:03,
CakebreadId_0128,749.3019696651182,776.658744868053,714.8899122162809,61.87860137622922,2.6104126213915664,46,01/31/2020 05:04,
CakebreadId_0128,882.6901032403663,788.9094918607346,1035.192193449382,53.54108105509948,3.3880835934495965,41,01/31/2020 05:05,
CakebreadId_0128,879.3992392765754,766.0933468062177,999.9530797491151,45.30154171069606,2.7544839654921747,42,01/31/2020 05:05,
CakebreadId_0128,867.9929172140833,781.7026454276663,905.7334912379725,40.633586319878376,2.603997287876397,40,01/31/2020 05:05,
CakebreadId_0128,835.9016338899669,784.6263875752715,876.9183013999323,40.605774747160396,2.9071583271217483,38,01/31/2020 05:06,
CakebreadId_0128,766.5712639467301,747.2294621874006,729.0626562731286,44.02106589518936,2.5389235014091396,46,01/31/2020 05:07,
CakebreadId_0128,705.4093071156727,679.0969491050579,597.8619213778607,49.14023601354312,2.1331511661371945,41,01/31/2020 05:08,
CakebreadId_0128,720.8520379605235,598.5712951787599,666.3993516988816,54.67351484989192,2.342704201124193,39,01/31/2020 05:09,
CakebreadId_0128,758.3191690227585,612.1824799856979,769.2065016836149,58.52950601172999,2.298941435722154,44,01/31/2020 05:09,
CakebreadId_0128,831.4136117779335,653.2557314772117,734.1000015750628,58.03144997135323,2.3225060051342004,47,01/31/2020 05:10,
CakebreadId_0128,971.3069272411346,739.7749196138004,864.7258008356134,53.066291261035744,2.977480700744179,41,01/31/2020 05:11,
CakebreadId_0128,937.9015173519358,747.7797439981593,896.6349861710409,47.31951964199596,2.841073177870056,42,01/31/2020 05:11,
CakebreadId_0128,851.0425487075447,710.3570485330636,743.3929361814235,45.188853901487164,2.162027245973517,37,01/31/2020 05:12,
CakebreadId_0128,877.6205234779884,687.0730897611276,702.3606871257482,46.9457104902039,2.082161999017851,42,01/31/2020 05:12,
CakebreadId_0128,960.7150673373,677.5943353489865,721.0975481448211,48.72051523948056,2.5990425819161076,47,01/31/2020 05:13,
CakebreadId_0128,929.6191207866068,684.2296211101003,684.2311032816773,47.616077709530174,2.3216907868781704,41,01/31/2020 05:14,
CakebreadId_0128,892.1175502252913,632.4249254346739,718.9700112655831,44.26290524228285,2.3131186214852604,40,01/31/2020 05:15,
CakebreadId_0128,827.0879877005775,623.5298525102871,756.7043914994708,41.11641925490057,2.210920714026523,38,01/31/2020 05:15,
CakebreadId_0128,927.5203217418803,683.7004824620773,836.3491423781343,40.38768240578611,2.7220514075784332,46,01/31/2020 05:16,
CakebreadId_0128,997.1517405274599,705.9982480515165,861.2892695628298,42.73351266737792,3.141131598582937,40,01/31/2020 05:17,
CakebreadId_0128,1094.3974157742168,768.2705408140208,976.7850127227573,47.59631389099617,3.484824813208384,38,01/31/2020 05:18,
CakebreadId_0128,1259.4527964017275,800.0359708444644,1206.827918625762,54.083956398496426,3.763818096013862,43,01/31/2020 05:18,
CakebreadId_0128,1264.8571545393897,827.3897896903436,1134.559425170927,60.61657907228062,3.343998017563768,47,01/31/2020 05:19,
CakebreadId_0128,1322.4845721348888,858.6074134687441,1119.8082401048632,65.63423508900605,3.4266312906833676,39,01/31/2020 05:20,
CakebreadId_0128,1314.8192384296437,871.6564833486419,1156.8402715345428,68.36244806149267,3.853210105919216,46,01/31/2020 05:21,
CakebreadId_0128,1189.2111003745815,851.8905479372494,1011.1787207521749,69.03854947082401,3.2878633188167385,38,01/31/2020 05:24,
CakebreadId_0128,1123.296699936411,857.6297870206912,978.0777896314477,68.38937428017337,3.0896483704538107,47,01/31/2020 05:25,
CakebreadId_0128,1102.4263895974223,847.0221734168309,919.3098290682867,67.06609971164562,2.9548701414420506,45,01/31/2020 05:25,
CakebreadId_0128,1076.0780449976644,836.5265103512274,929.2865834091461,66.36417532944661,2.7605713974786465,39,01/31/2020 05:26,
CakebreadId_0128,1062.5869791505665,825.7713085330643,876.9635288432163,67.61420247140121,2.7069540709632265,43,01/31/2020 05:27,
CakebreadId_0128,1022.1854067079627,796.0067664846259,773.5812829525482,69.63250744708206,2.545891857897026,46,01/31/2020 05:27,
CakebreadId_0128,919.5514196353457,779.0850028545245,748.187214998964,68.72446755885834,2.2798781437029034,44,01/31/2020 05:27,
CakebreadId_0128,737.4042512739111,699.0786886193945,601.0796575588608,62.20143611004919,1.9819677945269016,45,01/31/2020 05:28,
CakebreadId_0128,591.8600829915142,650.7874009506464,494.4749294775944,52.55235191816185,1.4871918696976916,42,01/31/2020 05:28,
CakebreadId_0128,554.1307022326358,675.0958703859968,438.3913022443345,46.305153808218186,1.457335860377041,40,01/31/2020 05:29,
CakebreadId_0128,537.4556665403436,647.9365081772665,363.1270927779405,46.98764938316199,1.2239509062934522,39,01/31/2020 05:29,
CakebreadId_0128,526.2914319858465,636.5177218139944,359.4525056030317,51.34134874648305,1.0664357205124964,43,01/31/2020 05:30,
CakebreadId_0128,526.3757335860957,598.4657766917513,323.7764593481794,52.62376226046379,1.0235499978412677,47,01/31/2020 05:30,
CakebreadId_0128,582.0827723669412,502.6664192108143,373.9743410694931,47.191621641283476,1.4110721174662215,42,01/31/2020 05:32,
CakebreadId_0128,647.2936076057147,554.8319265307815,454.31154859097114,38.60444357405872,1.476501661965506,40,01/31/2020 05:32,
CakebreadId_0128,674.3257054348373,678.1188672222862,471.18308796589133,35.114507365205064,1.278573490313829,38,01/31/2020 05:32,
CakebreadId_0128,726.267103693932,666.2906249267909,486.48819204326554,41.89602482151651,1.4325089632745318,40,01/31/2020 05:33,
CakebreadId_0128,660.0909308096687,747.7791852950651,432.8325964282567,55.86759671364885,1.2212011483486684,43,01/31/2020 05:33,
CakebreadId_0128,566.902689101812,745.1775343134375,329.84458599934413,68.34220704938234,1.0036878650124639,46,01/31/2020 05:33,
CakebreadId_0128,557.1047447667178,760.232338458723,294.49711341622503,71.88324707275225,1.0822352445521377,47,01/31/2020 05:34,
CakebreadId_0128,491.1683203983823,687.9139382778816,335.2061395512673,64.97021420727569,1.1813592380586682,42,01/31/2020 05:35,
CakebreadId_0128,536.7289020756956,650.563110588102,374.32010740951614,52.509555602364095,1.2192564809448028,43,01/31/2020 05:35,
CakebreadId_0128,539.3912404324088,626.6963170983707,412.2271830733765,42.09865540590819,1.2388446898892638,41,01/31/2020 05:35,
CakebreadId_0128,540.698793751954,708.0473945099158,508.37175578193336,38.15588974339585,1.5350337859171814,38,01/31/2020 05:36,
CakebreadId_0128,551.6110112342953,729.5378456472591,515.2765101054072,39.94696545047117,1.674062476976639,41,01/31/2020 05:36,
CakebreadId_0128,541.157907887083,711.644253084497,505.08242741280594,44.59504540261779,1.6241486537089225,45,01/31/2020 05:37,
CakebreadId_0128,537.2395270776183,575.8824481392467,539.734312246204,50.027366788745276,1.7615350537377306,42,01/31/2020 05:38,
CakebreadId_0128,544.0078180996472,449.003487163529,549.6759289812992,54.59140063067688,1.7975196292660307,38,01/31/2020 05:39,
CakebreadId_0128,617.474723919386,525.3477536378875,657.2001024472709,56.95652992270187,2.129879259062474,45,01/31/2020 05:40,
CakebreadId_0128,659.2272861131354,577.679326478959,586.8270184303154,57.340260007297125,1.8955714198813358,46,01/31/2020 05:40,
CakebreadId_0128,638.5674863481487,597.1858449538101,625.6582028144796,57.61693951122481,1.8395839778046112,41,01/31/2020 05:41,
CakebreadId_0128,580.2002092365632,668.5714760640698,600.6254003596027,60.54909820046246,1.7874681487986057,38,01/31/2020 05:42,
CakebreadId_0128,563.2481824046506,689.0092843442719,578.2869174465595,67.62970974476214,1.8731792676678145,45,01/31/2020 05:42,
CakebreadId_0128,572.3022707815744,725.6955509899367,583.2685344890518,76.22293902470545,1.8813520444580325,46,01/31/2020 05:43,
CakebreadId_0128,607.3949033965104,749.6645607598444,605.8401806988288,80.11490156727548,1.894483200593982,45,01/31/2020 05:43,
CakebreadId_0128,593.193356258011,714.243487304416,609.0261088781334,75.33162999855723,1.7163181765945188,46,01/31/2020 05:43,
CakebreadId_0128,570.2822793044969,703.299566449644,513.1352123054876,64.71401953523792,1.4009141423304827,44,01/31/2020 05:43,
CakebreadId_0128,514.7044454965326,696.9558289758603,375.1812507692735,55.34560039951676,1.0633743014974013,41,01/31/2020 05:44,
CakebreadId_0128,452.43731352864074,710.5787261834065,303.6229007271148,52.24877444172386,1.1918969406242637,38,01/31/2020 05:45,
CakebreadId_0128,352.82108054238864,664.2616067197515,282.09039304906287,54.7181146119278,1.0300653645362035,44,01/31/2020 05:46,
CakebreadId_0128,361.4333518173381,662.3414302417531,292.2078128203038,57.35551079200613,0.9302103708535608,45,01/31/2020 05:46,
CakebreadId_0128,369.91998490594887,548.354138794071,343.96519751802805,54.828172177011986,1.0562783279979793,44,01/31/2020 05:46,
CakebreadId_0128,413.83369668041996,462.8920692441518,421.0633129382854,47.021570451975464,1.1686520624481749,42,01/31/2020 05:47,
CakebreadId_0128,454.78171368799156,575.5358321072828,375.79937667087495,39.81641252563021,1.0593754753797269,40,01/31/2020 05:47,
CakebreadId_0128,468.9427564400601,557.6257569669507,324.8634197816328,39.761074126569596,1.060986381740784,39,01/31/2020 05:48,
CakebreadId_0128,430.24658021800946,635.2651683456694,320.3572894508339,47.640466347633414,1.0760984112377363,41,01/31/2020 05:48,
CakebreadId_0128,340.23142014065564,594.8650050456284,246.87870402668227,57.859387337264636,0.6501588907399098,44,01/31/2020 05:48,
CakebreadId_0128,372.15169043062684,587.5216013583904,251.92315090056562,63.22224973739197,0.9437139265475165,47,01/31/2020 05:48,
CakebreadId_0128,410.1471253375891,514.4297622963163,359.91923962546684,60.84596030468958,1.4560102435155777,43,01/31/2020 05:50,
CakebreadId_0128,440.177018297813,522.0440821603272,418.37670218577136,54.62025112091657,1.2848203341131086,41,01/31/2020 05:50,
CakebreadId_0128,446.98357887612224,546.0740392125051,420.6807892919873,51.39417723494315,1.1008665859342017,42,01/31/2020 05:50,
CakebreadId_0128,433.7612553893789,580.9541076034809,396.2790190927724,54.66009169929143,1.0584289668471112,39,01/31/2020 05:51,
CakebreadId_0128,389.82685121890864,599.2136184572695,349.3089598961874,61.808815884531874,1.0951380530254726,45,01/31/2020 05:51,
CakebreadId_0128,355.47202770826254,606.9359066245524,249.30513189764986,66.94124485466628,0.9379484323603402,46,01/31/2020 05:52,
CakebreadId_0128,394.05491194728114,605.4130001480189,332.0574856033138,65.97409424965541,1.2758623164360932,43,01/31/2020 05:52,
CakebreadId_0128,423.4842678166098,566.7256490076043,446.7816476572706,59.75126363333284,1.5714197654035107,44,01/31/2020 05:53,
CakebreadId_0128,484.7539701040113,655.9603044763863,508.46695986353706,52.66811426565319,1.5708611182384524,41,01/31/2020 05:53,
CakebreadId_0128,531.825511317979,694.7208336125121,568.5272397176069,47.91809990716255,1.6586208827470617,42,01/31/2020 05:53,
CakebreadId_0128,521.2015586002817,686.3745918411843,542.2954484835893,44.97782607514556,1.687019776503654,39,01/31/2020 05:54,
CakebreadId_0128,480.9738965275902,691.0763992493235,482.41521694208564,42.23095273556764,1.5639894586558774,46,01/31/2020 05:55,
CakebreadId_0128,484.27014632634393,702.6178276467494,443.30611455515816,40.77024257181767,1.4893030052514975,40,01/31/2020 05:57,
CakebreadId_0128,475.4795413293953,635.8364351230908,433.7888891593019,43.89282216159163,1.471840572926348,37,01/31/2020 05:57,
CakebreadId_0128,513.2197550452933,674.5563251921359,518.2106377575009,53.26529157687542,1.6655539964661346,42,01/31/2020 05:57,
CakebreadId_0128,589.6300089633055,711.4361928192259,557.867205581718,65.7979701691514,1.7737917352795738,45,01/31/2020 05:58,
CakebreadId_0128,687.3788364488964,759.2406722578341,644.776531759829,74.38303773350057,2.0294752266005593,47,01/31/2020 05:58,
CakebreadId_0128,778.0702053985467,751.2547089065664,756.9846776125337,73.74316652796158,2.552562555928689,44,01/31/2020 05:59,
CakebreadId_0128,736.5927078222583,714.4300990991991,693.0724853932808,66.23328166991273,1.9886566052043786,45,01/31/2020 05:59,
CakebreadId_0128,666.8503759573719,732.173723109646,550.1162457796894,59.75208916480095,1.3978374803629696,41,01/31/2020 05:59,
CakebreadId_0128,692.7327822917539,764.4623802932693,477.2592645927557,60.124564085143405,1.615734239002143,38,01/31/2020 06:00,
CakebreadId_0128,741.5274452856046,754.317939669041,533.2855526073291,66.39010228860747,2.080721014521407,45,01/31/2020 06:01,
CakebreadId_0128,760.4015375737722,760.9587704318081,534.8728476803273,72.22307800598622,1.8515584543972727,47,01/31/2020 06:01,
CakebreadId_0128,821.6352722247165,727.9999753951639,675.5271747610592,72.42689874601578,2.2268291588226776,44,01/31/2020 06:02,
CakebreadId_0128,834.6246131844184,672.9777169942244,754.0273460268675,67.27025971716938,2.0308576078712015,45,01/31/2020 06:02,
CakebreadId_0128,787.801661715958,720.1495054764298,652.5809793274148,60.54356679396135,1.8215287073101487,39,01/31/2020 06:03,
CakebreadId_0128,683.5837062167019,689.140857014735,513.9940419345144,54.85223913949021,1.6069608276352196,42,01/31/2020 06:04,
CakebreadId_0128,660.4995655707028,648.1700929834924,526.3360929427811,50.002573985351674,1.9444114943903152,46,01/31/2020 06:04,
CakebreadId_0128,517.8438544111214,594.5465796479947,454.9240266689403,45.52326015046683,1.4285662205478455,41,01/31/2020 06:06,
CakebreadId_0128,523.7262279441981,491.3467013439924,421.53728985960174,42.03427351242327,1.3427188755819341,39,01/31/2020 06:06,
CakebreadId_0128,526.4084779766664,443.50541621551974,469.871018286478,39.97545600193673,1.4423703184192542,40,01/31/2020 06:06,
CakebreadId_0128,556.2895321235411,476.5149392160604,556.3646884900168,39.28376185082278,1.8911576287249574,45,01/31/2020 06:07,
CakebreadId_0128,514.0643394138547,438.43153332652514,500.0435938120255,39.65078006961782,1.6276608685177554,41,01/31/2020 06:08,
CakebreadId_0128,530.0272238220526,478.21785685257663,528.5554143521234,40.31459319309566,1.6953807676658106,39,01/31/2020 06:09,
CakebreadId_0128,587.8663910285896,531.6698270784209,604.6289465316302,41.062818210209564,1.9137057265047344,40,01/31/2020 06:09,
CakebreadId_0128,681.2037527823716,588.4471145880318,654.559811089613,42.71186047538056,2.163975916780469,46,01/31/2020 06:10,
CakebreadId_0128,791.6714429755846,612.2674756716723,787.6047867623498,45.85994341934261,2.7698571559083507,40,01/31/2020 06:12,
CakebreadId_0128,811.2471913056725,627.7274436775364,822.0670858674082,50.02029883380449,2.716675151169047,38,01/31/2020 06:12,
CakebreadId_0128,879.0161287213845,667.2509832637361,949.5696942894824,54.46665024994817,2.760452911324511,44,01/31/2020 06:13,
CakebreadId_0128,975.1706208735351,711.4093326591221,933.6317750191905,57.99782100495956,3.0036280408910603,47,01/31/2020 06:13,
CakebreadId_0128,1049.780722987814,703.0640005912227,1026.4104392367462,58.93810542852949,3.371248129568101,38,01/31/2020 06:16,
CakebreadId_0128,1196.2745577497883,777.5165294224246,1138.8544081671305,57.62601491795156,3.829312945860924,43,01/31/2020 06:16,
CakebreadId_0128,1250.3012031492203,836.4153894759595,1226.8985717290009,56.75933849185004,4.051971979758955,45,01/31/2020 06:17,
CakebreadId_0128,1228.851059793573,795.7760227246371,1331.5052931837106,57.51752125664819,3.644235390230728,39,01/31/2020 06:18,
CakebreadId_0128,1281.8090369548531,863.0897854517083,1200.2761248624918,58.3278961181807,3.611418660848675,43,01/31/2020 06:19,
CakebreadId_0128,1187.1407069804868,820.7761402400047,1065.3351646340523,57.72186103329904,3.4314844217284093,47,01/31/2020 06:19,
CakebreadId_0128,1120.9697654843612,803.3375897482516,1047.3932331579042,55.731339810994,3.3694051852521456,39,01/31/2020 06:21,
CakebreadId_0128,1011.2613021347343,736.5090699912714,748.7211253540273,52.39933647190105,2.4180897681812934,40,01/31/2020 06:22,
CakebreadId_0128,1047.5136401087907,742.8598571392645,862.2206816974981,47.970044697322116,2.9318308108305837,46,01/31/2020 06:22,
CakebreadId_0128,1032.6943532032783,751.7157675522774,886.4127744369075,43.92823060068672,2.863404603854399,41,01/31/2020 06:24,
CakebreadId_0128,903.9475049522418,707.2237069211156,775.8913225697382,41.29063106342366,2.316597859514646,40,01/31/2020 06:25,
CakebreadId_0128,860.8788738041635,734.8541245773532,832.9097459166376,40.45306030073214,2.4200921910812223,38,01/31/2020 06:25,
CakebreadId_0128,865.5464757552222,756.2449150984448,794.061445996175,42.426715062935926,2.626827369307764,46,01/31/2020 06:26,
CakebreadId_0128,859.9341950899332,693.0893832477481,755.2205770716771,47.126060231882974,2.6814524194836573,39,01/31/2020 06:28,
CakebreadId_0128,841.4477520771222,694.6449706400502,773.4577477872546,51.69951087548776,2.470170231077305,40,01/31/2020 06:28,
CakebreadId_0128,854.8779589180905,683.790825124007,861.4096472591247,53.020393182224744,2.390855238777607,45,01/31/2020 06:29,
CakebreadId_0128,925.3616876062678,709.2023977055239,767.912925145034,50.78877766937623,2.3363951512992576,46,01/31/2020 06:29,
CakebreadId_0128,937.5912794274244,673.4016184223958,757.1421248674508,47.962166487304714,2.3815692037188416,38,01/31/2020 06:31,
CakebreadId_0128,880.9333895183443,628.3278517809695,695.4018261856061,48.03686828042334,2.390398290141093,39,01/31/2020 06:31,
CakebreadId_0128,763.5741331939811,557.7026791690228,638.1708167911369,51.52547713329172,2.127398274720325,42,01/31/2020 06:31,
CakebreadId_0128,655.5804764507151,525.5027553146505,664.0364450122908,54.781019427396785,1.8143825569644267,47,01/31/2020 06:32,
CakebreadId_0128,652.5377393810542,570.4653404480676,575.457546846614,53.852272029473006,1.795671330860076,43,01/31/2020 06:33,
CakebreadId_0128,676.944635673682,629.046115426838,578.988993042358,50.09426082727362,1.7939164845523032,41,01/31/2020 06:33,
CakebreadId_0128,682.7527809412519,686.6236233168574,634.1018817677902,48.79632866778613,2.1229233163664043,39,01/31/2020 06:34,
CakebreadId_0128,603.7237364077619,601.6985572304031,554.1681551470663,51.89112111300262,1.5531275333427725,42,01/31/2020 06:34,
CakebreadId_0128,589.9672349803423,558.6299399619954,530.023123083864,55.25722911473485,1.4898231734437453,45,01/31/2020 06:35,
CakebreadId_0128,643.4507823267099,605.703595294667,493.0695059884279,54.2203900238647,1.7030738946138388,46,01/31/2020 06:35,
CakebreadId_0128,755.050374038541,642.0836591965393,595.5233019304591,49.055994398673064,2.08584263007751,40,01/31/2020 06:36,
CakebreadId_0128,784.3860388728727,652.3705153416687,599.8356336807279,44.25009615405492,2.1871363684622125,38,01/31/2020 06:36,
CakebreadId_0128,856.7004343695559,663.3836257056637,674.4959106158021,43.472314858498,2.250544994459049,42,01/31/2020 06:37,
CakebreadId_0128,896.3950006845156,655.4485728594849,730.9249643042324,45.912678934308346,2.0644465306354736,45,01/31/2020 06:37,
CakebreadId_0128,952.760306940027,675.1132522069335,729.4088431955848,48.35460689732071,2.199583043226938,38,01/31/2020 06:39,
CakebreadId_0128,930.3736091119879,686.3171654486279,694.8935095328845,49.292399944740545,2.1664351665222585,45,01/31/2020 06:39,
CakebreadId_0128,890.5373634295165,696.1744524266302,623.1553099759637,49.60647707318446,2.0324614541402215,39,01/31/2020 06:41,
CakebreadId_0128,865.1038171930934,637.4341515826364,589.93333927452,49.96216057428275,1.800365134460713,42,01/31/2020 06:41,
CakebreadId_0128,880.7380411622635,661.1189311482035,606.3839232105565,49.708687016031476,1.928419218066952,45,01/31/2020 06:42,
CakebreadId_0128,822.8109109913908,629.6403564162749,513.5626068668105,48.86456313455677,1.5471964483676501,41,01/31/2020 06:42,
CakebreadId_0128,821.2556924174635,627.061975597568,485.7931923223526,48.782068018960246,1.6181556620963111,42,01/31/2020 06:42,
CakebreadId_0128,718.5866070166343,591.82901281216,435.02849650024405,49.81177157724351,1.447120545795648,39,01/31/2020 06:43,
CakebreadId_0128,597.1323492380072,503.87212640705644,386.3997198492504,50.171035429447535,1.244511295081077,45,01/31/2020 06:44,
CakebreadId_0128,557.344419009902,468.7535053308855,323.0838098263935,48.022826892606254,1.1898600829251786,44,01/31/2020 06:44,
CakebreadId_0128,536.5125533731696,432.69737126197555,342.161004135478,44.25725647381254,1.1290483725591203,41,01/31/2020 06:44,
CakebreadId_0128,548.2115479348023,382.12961954130185,374.86904493342035,42.37158709026375,1.106010776091309,39,01/31/2020 06:45,
CakebreadId_0128,530.7425175750659,412.84589736532115,329.1819244821995,44.229814098804205,0.960928293137748,40,01/31/2020 06:45,
CakebreadId_0128,543.2075021673737,508.81432537259906,373.91582271761627,47.173301290527895,1.1769580574445193,45,01/31/2020 06:46,
CakebreadId_0128,519.5052593054252,469.4234253436704,358.8023471159395,46.6835820024136,1.3502750016697722,44,01/31/2020 06:46,
CakebreadId_0128,443.4747391549861,386.16987173534136,356.7997167590058,41.989870215865686,1.1347995235919246,41,01/31/2020 06:46,
CakebreadId_0128,407.17358852562813,472.88652987779585,381.49523488204125,37.29907331482708,1.0100736920210274,40,01/31/2020 06:47,
CakebreadId_0128,442.33049404442704,479.96663807879776,377.3394000748851,36.829208043438626,1.2113566925078245,38,01/31/2020 06:47,
CakebreadId_0128,483.7032064247842,557.7182572507725,457.53686438198866,40.89865983537526,1.5293360241082623,43,01/31/2020 06:47,
CakebreadId_0128,411.44817598870213,574.5938473619382,394.30969076475037,46.92064359639901,1.303337064556773,44,01/31/2020 06:47,
CakebreadId_0128,369.56900559849726,530.1782804627029,367.15219250131554,52.52166138616218,1.079061802482126,42,01/31/2020 06:48,
CakebreadId_0128,354.92410203779485,437.8459609167822,364.1159179778948,56.35289389352777,1.0960908245945769,39,01/31/2020 06:48,
