SPEED,TEMPERATURE,HEAD,DEVICE_ID,PUMP_MODE,FLOW,WARN,KW_HOUR,VOLTAGE,ALARM,POWER,CURRENT,TIMESTAMP,DEVICETYPE,DEVICEID,LOGICALINTERFACE_ID,EVENTTYPE,FORMAT,RCV_TIMESTAMP_UTC,UPDATED_UTC
1062,52.3,49.1,04714B601096,a,43.905,0,3640.065,254,0,1.814,7.49,3162362382,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,56:38.8,56:38.8
1063,52.9,49.286,04714B601096,a,45.887,0,3640.22,254,0,1.804,7.48,3162362682,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,01:39.0,01:39.0
1063,51.9,49.286,04714B601096,a,44.123,0,3640.368,254,0,1.79,7.5,3162362982,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,06:39.2,06:39.2
1058,52.1,48.813,04714B601096,a,34.883,0,3640.519,252,0,1.704,7.35,3162363282,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,11:39.4,11:39.4
1058,51.7,48.81,04714B601096,a,33.25,0,3640.66,252,0,1.698,7.32,3162363582,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,16:39.6,16:39.6
1059,52.2,48.906,04714B601096,a,35.384,0,3640.802,253,0,1.718,7.36,3162363883,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,21:39.8,21:39.8
1057,52.3,48.76,04714B601096,a,31.436,0,3640.944,252,0,1.682,7.35,3162364183,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,26:40.0,26:40.0
1057,52.1,48.72,04714B601096,a,34.081,0,3641.083,252,0,1.708,7.38,3162364485,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,31:42.4,31:42.4
1061,51.8,49.099,04714B601096,a,41.765,0,3641.232,253,0,1.762,7.42,3162364785,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,36:42.6,36:42.6
1056,52.3,48.683,04714B601096,a,28.077,0,3641.377,252,0,1.656,7.3,3162365086,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,41:42.9,41:42.9
1066,52.4,49.564,04714B601096,a,51.455,0,3641.527,255,0,1.866,7.54,3162365386,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,46:43.1,46:43.1
1071,52.2,50.115,04714B601096,a,59.19,0,3641.684,257,0,1.912,7.66,3162365686,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,51:43.3,51:43.3
1070,52.1,49.93,04714B601096,a,58.329,0,3641.845,256,0,1.932,7.67,3162365986,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,56:43.5,56:43.5
1053,52.3,48.297,04714B601096,a,16.144,0,3641.992,251,0,1.554,7.11,3162366286,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,01:43.7,01:43.7
1059,52.1,48.907,04714B601096,a,35.532,0,3642.128,253,0,1.714,7.39,3162366587,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,06:43.9,06:43.9
1059,52.5,48.908,04714B601096,a,36.125,0,3642.273,253,0,1.708,7.38,3162366887,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,11:44.1,11:44.1
1059,52.1,48.908,04714B601096,a,36.718,0,3642.415,253,0,1.728,7.4,3162367187,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,16:44.4,16:44.4
1059,51.7,48.908,04714B601096,a,36.273,0,3642.563,253,0,1.724,7.4,3162367488,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,21:45.3,21:45.3
1060,52.3,49.004,04714B601096,a,39.358,0,3642.71,253,0,1.756,7.44,3162367788,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,26:45.6,26:45.6
1065,52.3,49.472,04714B601096,a,49.681,0,3642.856,255,0,1.83,7.54,3162368089,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,31:45.8,31:45.8
1057,52.3,48.714,04714B601096,a,31.106,0,3643.002,252,0,1.69,7.33,3162368389,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,36:46.0,36:46.0
1064,52.3,49.379,04714B601096,a,48.926,0,3643.146,254,0,1.826,7.51,3162368689,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,41:46.2,41:46.2
1064,52.4,49.379,04714B601096,a,46.651,0,3643.3,254,0,1.816,7.49,3162368989,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,46:46.4,46:46.4
1071,52.1,49.972,04714B601096,a,60.865,0,3643.449,257,0,1.948,7.73,3162369289,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,51:46.6,51:46.6
1061,52.1,49.098,04714B601096,a,41.322,0,3643.607,253,0,1.778,7.45,3162369590,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,56:46.9,56:46.9
1064,52.1,49.379,04714B601096,a,49.733,0,3643.755,254,0,1.844,7.5,3162369890,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,01:47.1,01:47.1
1058,52.5,48.812,04714B601096,a,34.438,0,3643.903,252,0,1.714,7.35,3162370190,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,06:47.3,06:47.3
1062,52.1,49.193,04714B601096,a,44.751,0,3644.051,254,0,1.778,7.49,3162370490,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,11:47.5,11:47.5
1059,51.9,48.906,04714B601096,a,35.31,0,3644.194,253,0,1.716,7.36,3162370790,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,16:47.7,16:47.7
1059,52,48.908,04714B601096,a,36.495,0,3644.337,253,0,1.726,7.42,3162371091,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,21:47.9,21:47.9
1061,52.2,49.099,04714B601096,a,42.282,0,3644.486,253,0,1.778,7.48,3162371391,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,26:48.1,26:48.1
1067,52.2,49.656,04714B601096,a,53.295,0,3644.638,255,0,1.876,7.6,3162371691,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,31:48.3,31:48.3
1059,52,48.978,04714B601096,a,37.164,0,3644.789,253,0,1.722,7.4,3162371991,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,36:48.5,36:48.5
1057,52.1,48.71,04714B601096,a,29.545,0,3644.932,252,0,1.676,7.3,3162372291,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,41:48.7,41:48.7
1058,52.1,48.811,04714B601096,a,33.547,0,3645.076,252,0,1.698,7.34,3162372592,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,46:49.0,46:49.0
1069,51.8,49.837,04714B601096,a,58.258,0,3645.225,256,0,1.92,7.71,3162372892,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,51:49.5,51:49.5
1071,51.8,50.022,04714B601096,a,59.413,0,3645.384,257,0,1.94,7.62,3162373192,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,56:49.7,56:49.7
1063,51.8,49.286,04714B601096,a,45.152,0,3645.545,254,0,1.8,7.49,3162373493,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,01:49.9,01:49.9
1058,51.7,48.813,04714B601096,a,34.734,0,3645.688,252,0,1.696,7.36,3162373793,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,06:50.2,06:50.2
1065,52,49.471,04714B601096,a,50.047,0,3645.836,255,0,1.836,7.53,3162374093,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,11:50.4,11:50.4
1063,52,49.286,04714B601096,a,45.299,0,3645.989,254,0,1.8,7.49,3162374393,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,16:50.6,16:50.6
1059,52.1,48.865,04714B601096,a,38.618,0,3646.131,253,0,1.746,7.41,3162374693,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,21:50.8,21:50.8
1062,51.7,49.193,04714B601096,a,43.941,0,3646.276,254,0,1.794,7.47,3162374994,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,26:51.0,26:51.0
1061,51.7,49.099,04714B601096,a,41.691,0,3646.427,253,0,1.768,7.46,3162375294,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,31:51.2,31:51.2
1061,51.4,49.098,04714B601096,a,41.175,0,3646.574,253,0,1.762,7.45,3162375594,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,36:51.4,36:51.4
1064,52,49.379,04714B601096,a,48.999,0,3646.724,254,0,1.824,7.48,3162375894,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,41:51.6,41:51.6
1056,52.3,48.617,04714B601096,a,29.028,0,3646.872,252,0,1.654,7.26,3162376194,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,46:51.8,46:51.8
1062,51.8,49.169,04714B601096,a,42.865,0,3647.017,254,0,1.772,7.43,3162376495,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,51:52.0,51:52.0
1070,51.8,49.931,04714B601096,a,57.24,0,3647.169,256,0,1.91,7.65,3162376795,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,56:52.3,56:52.3
1076,51.9,50.473,04714B601096,a,67.264,0,3647.333,259,0,2.002,7.79,3162377095,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,01:52.5,01:52.5
1066,51.8,49.68,04714B601096,a,51.364,0,3647.497,255,0,1.858,7.57,3162377395,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,06:52.7,06:52.7
1060,51.7,49.004,04714B601096,a,39.727,0,3647.649,253,0,1.762,7.42,3162377695,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,11:52.9,11:52.9
1061,51.8,49.099,04714B601096,a,42.872,0,3647.8,253,0,1.786,7.51,3162377996,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,16:53.1,16:53.1
1059,51.6,48.907,04714B601096,a,35.606,0,3647.946,253,0,1.716,7.32,3162378296,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,21:53.3,21:53.3
1064,51.7,49.472,04714B601096,a,48.142,0,3648.102,254,0,1.826,7.53,3162378596,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,26:53.5,26:53.5
1063,51.8,49.239,04714B601096,a,44.695,0,3648.252,254,0,1.782,7.5,3162378896,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,31:53.7,31:53.7
1068,51.6,49.747,04714B601096,a,55.563,0,3648.403,256,0,1.894,7.64,3162379196,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,36:54.0,36:54.0
1064,51.5,49.379,04714B601096,a,48.118,0,3648.558,254,0,1.804,7.51,3162379497,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,41:54.2,41:54.2
1061,51.7,49.099,04714B601096,a,41.47,0,3648.707,253,0,1.77,7.4,3162379797,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,46:54.4,46:54.4
1058,51.4,48.809,04714B601096,a,32.582,0,3648.849,252,0,1.69,7.33,3162380097,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,51:54.6,51:54.6
1071,51.5,50.019,04714B601096,a,61.006,0,3648.998,257,0,1.95,7.7,3162380397,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,56:54.8,56:54.8
1077,51.2,50.562,04714B601096,a,69.099,0,3649.162,259,0,2.024,7.85,3162380697,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,01:55.0,01:55.0
1082,51.7,50.998,04714B601096,a,78.005,0,3649.34,261,0,2.148,7.95,3162380998,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,06:55.2,06:55.2
1085,51.2,51.264,04714B601096,a,80.894,0,3649.52,262,0,2.154,8.03,3162381298,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,11:55.4,11:55.4
1073,51.4,50.201,04714B601096,a,63.513,0,3649.694,258,0,1.98,7.75,3162381598,pump_de_gen5,04714B601096,5b87eea0ad59e6002d67eb94,data,json,16:55.6,16:55.6
